,phrase,contaminant,date,city,county,main city,main county,title,page_url
279, But she's still angry that no one told her about the lead service line — or the potential risk — earlier.,lead,"August 16, 2016",[],[],,,Where Lead Lurks And Why Even Small Amounts Matter - Community Water Center,https://www.communitywatercenter.org/lead_lurks_1
280,"“Managing nitrogen in the ag sector so that the nitrates going into groundwater start to net out zero or negative is a big challenge because we’re nowhere near being in balance,” says Tom Tomich, founding director of UC Davis’s Agriculture Sustainability Institute and the report's lead author.",nitrate,"August 10, 2016",['davis'],[],davis,,California Agriculture Is The Largest Source Of Nitrogen Pollution In The State - Community Water Center,https://www.communitywatercenter.org/agriculture_largest_source_nitrogen_pollution
281," But even if we used everything we’ve got, we’d still have two-thirds of the nitrate to groundwater problem.",nitrate,"August 10, 2016",['davis'],[],davis,,California Agriculture Is The Largest Source Of Nitrogen Pollution In The State - Community Water Center,https://www.communitywatercenter.org/agriculture_largest_source_nitrogen_pollution
282,"“Managing nitrogen in the ag sector so that the nitrates going into groundwater start to net out zero or negative is a big challenge because we’re nowhere near being in balance,” says Tom Tomich, founding director of UC Davis’s Agriculture Sustainability Institute and the report's lead author.",nitrates,"August 10, 2016",['davis'],[],davis,,California Agriculture Is The Largest Source Of Nitrogen Pollution In The State - Community Water Center,https://www.communitywatercenter.org/agriculture_largest_source_nitrogen_pollution
283,"“Managing nitrogen in the ag sector so that the nitrates going into groundwater start to net out zero or negative is a big challenge because we’re nowhere near being in balance,” says Tom Tomich, founding director of UC Davis’s Agriculture Sustainability Institute and the report's lead author.",lead,"August 10, 2016",['davis'],[],davis,,California Agriculture Is The Largest Source Of Nitrogen Pollution In The State - Community Water Center,https://www.communitywatercenter.org/agriculture_largest_source_nitrogen_pollution
284," It is not safe to have arsenic or 1,2,3-TCP or anything of that nature in your drinking water.",arsenic,"August 10, 2016",['tulare'],['tulare'],tulare,tulare,White House Honors Tulare County Water Advocate - Community Water Center,https://www.communitywatercenter.org/whitehousehonors
285,“It is not okay to have nitrates in your drinking water.,nitrate,"August 10, 2016",['tulare'],['tulare'],tulare,tulare,White House Honors Tulare County Water Advocate - Community Water Center,https://www.communitywatercenter.org/whitehousehonors
286,“It is not okay to have nitrates in your drinking water.,nitrates,"August 10, 2016",['tulare'],['tulare'],tulare,tulare,White House Honors Tulare County Water Advocate - Community Water Center,https://www.communitywatercenter.org/whitehousehonors
287,"“I’m delighted that Susana De Anda has received the White House Champion of Change Award in recognition of her leadership and tireless efforts to advance drinking water solutions for all Californians,” said Felicia Marcus, chair of the State Water Resources Control Board.",lead,"July 28, 2016",['tulare'],['tulare'],tulare,tulare,Waterwise: Supervisors should take overdraft water position - Community Water Center,https://www.communitywatercenter.org/waterwise_supervisors
288,"org/2016/07/21/op-ed-help-protect-our-communities-from-123-trichloropropane/ A few weeks ago, a Bakersfield television report on the carcinogenic water contaminant 1,2,3-trichloropropane (1,2,3-TCP) caught many local residents by surprise.",carcinogenic,"July 22, 2016","['bakersfield', 'arvin']",['kern'],bakersfield,kern,Time to Set a Legal Limit for Carcinogen Found in Kern’s Water - Community Water Center,https://www.communitywatercenter.org/carcinogen_in_kern_water
289,Officials say long-term exposure or drinking can lead to cancer.,lead,"July 20, 2016","['fresno', 'tulare', 'bakersfield']","['tulare', 'kern']",fresno,kern,Public meeting to be held on carncinogen found in Kern water - Community Water Center,https://www.communitywatercenter.org/carncinogen_found_in_kern_water
290,"“I’m thrilled that Susana De Anda has received the White House Champion of Change Award in recognition of her leadership and tireless efforts to advance drinking water solutions for all Californians,” said Felicia Marcus, Chair of the California State Water Resources Control Board.",lead,"July 15, 2016",[],[],,,Susana De Anda Honored as White House Champion of Change - Community Water Center,https://www.communitywatercenter.org/whchamps
291,”De Anda’s leadership helped result in enactment of the nation’s first statewide Human Right to Water legislation.,lead,"July 15, 2016",[],[],,,Susana De Anda Honored as White House Champion of Change - Community Water Center,https://www.communitywatercenter.org/whchamps
292,Many of the communities have tap water with unsafe levels of arsenic or nitrates.,arsenic,"July 14, 2016",['alpaugh'],[],alpaugh,,South Valley Woman Headed to Washington D.C. to be Honored for Being a Champion of Change - Community Water Center,https://www.communitywatercenter.org/south_valley
293,Many of the communities have tap water with unsafe levels of arsenic or nitrates.,nitrate,"July 14, 2016",['alpaugh'],[],alpaugh,,South Valley Woman Headed to Washington D.C. to be Honored for Being a Champion of Change - Community Water Center,https://www.communitywatercenter.org/south_valley
294,Many of the communities have tap water with unsafe levels of arsenic or nitrates.,nitrates,"July 14, 2016",['alpaugh'],[],alpaugh,,South Valley Woman Headed to Washington D.C. to be Honored for Being a Champion of Change - Community Water Center,https://www.communitywatercenter.org/south_valley
295,""" CWC thanks Torklakson for his leadership on the issue, and we look forward to increased collaboration with California Department of Education and our local and state water agencies on improved water quality and access in schools.",lead,"June 30, 2016",[],[],,,California Superintendent Tom Torlakson Urges Schools to Test Water  - Community Water Center,https://www.communitywatercenter.org/tom_torlakson_urges_school_water_testing
296,"The lead content in the drinking water crisis in Flint, Michigan might raise concerns here in California.",lead,"June 30, 2016",[],[],,,California Superintendent Tom Torlakson Urges Schools to Test Water  - Community Water Center,https://www.communitywatercenter.org/tom_torlakson_urges_school_water_testing
297, California’s water agencies regularly test for lead in their systems and at the tap to comply with both state and federal laws.,lead,"June 30, 2016",[],[],,,California Superintendent Tom Torlakson Urges Schools to Test Water  - Community Water Center,https://www.communitywatercenter.org/tom_torlakson_urges_school_water_testing
298, Water agencies also actively utilize corrosion control measures to prevent any lead that might be present from leaching into tap water.,lead,"June 30, 2016",[],[],,,California Superintendent Tom Torlakson Urges Schools to Test Water  - Community Water Center,https://www.communitywatercenter.org/tom_torlakson_urges_school_water_testing
299,California reduced the lead content standard for drinking water plumbing from 4 to 0.,lead,"June 30, 2016",[],[],,,California Superintendent Tom Torlakson Urges Schools to Test Water  - Community Water Center,https://www.communitywatercenter.org/tom_torlakson_urges_school_water_testing
300," Moreover, he has selflessly volunteered his time and expertise to help CWC develop our upcoming water board leadership program.",lead,"June 29, 2016",['tulare'],['tulare'],tulare,tulare,Kayode Kadara Appointed to Tulare County Water Commission! - Community Water Center,https://www.communitywatercenter.org/kayode_kadara
301,"Community leaders like Kayode are essential in our movement to shape a healthier, more equitable and sustainable Central Valley.",lead,"June 29, 2016",['tulare'],['tulare'],tulare,tulare,Kayode Kadara Appointed to Tulare County Water Commission! - Community Water Center,https://www.communitywatercenter.org/kayode_kadara
